fips,total_cases,fips,total_death
22071,5952360,22071,229972
22073,3223149,22073,74436
22075,404508,22075,7407
22077,457682,22077,16183
22079,2055009,22079,58801
22081,161117,22081,7937
22083,412551,22083,8235
22085,466891,22085,8569
22087,683287,22087,12019
22089,934408,22089,23896
22091,168689,22091,1470
22093,365794,22093,13873
22095,738357,22095,39114
22097,1537979,22097,51668
22099,928499,22099,23877
22101,805086,22101,28636
22103,3944429,22103,107760
22105,2185211,22105,49984
22107,66122,22107,938
22109,1685878,22109,44561
22111,448413,22111,17375
22113,875299,22113,21089
22115,496980,22115,18465
22117,773401,22117,27243
22119,671732,22119,16418
22121,450108,22121,15170
22123,200707,22123,6527
22125,246847,22125,7922
22127,285737,22127,7491
23001,695807,23001,8671
23003,150666,23003,4446
23005,1914312,23005,34097
23007,114998,23007,1510
23009,118874,23009,3776
23011,472867,23011,8205
23013,89107,23013,840
23015,75425,23015,393
23017,271996,23017,5229
23019,502684,23019,9070
23021,33978,23021,231
23023,110841,23023,398
23025,168363,23025,4271
23027,91276,23027,5698
23029,86216,23029,1332
23031,1288693,23031,16511
24001,936589,24001,28980
24003,6118910,24003,113462
24005,9486963,24005,273302
24009,599245,24009,13838
24011,350475,24011,3143
24013,1280496,24013,51793
24015,801913,24015,20561
24017,1564650,24017,39886
24019,368093,24019,6342
24021,2785239,24021,60315
24023,251779,24023,7318
24025,2052365,24025,42811
24027,2841344,24027,49787
24029,191725,24029,9745
24031,11950566,24031,345224
24033,14521742,24033,328325
24035,411792,24035,9432
24037,826861,24037,24440
24039,343859,24039,4515
24041,303694,24041,4172
24043,1779213,24043,35598
24045,1177342,24045,25385
24047,545623,24047,14853
24510,7882579,24510,200258
25001,1574302,25001,80595
25003,746715,25003,39387
25005,8730179,25005,318726
25007,118108,25007,56
25009,14386992,25009,527398
25011,330155,25011,27147
25013,6767737,25013,327141
25015,1094628,25015,59634
25017,19585294,25017,867344
25019,158501,25019,405
25021,7633817,25021,422830
25023,6869250,25023,317257
25025,14735023,25025,447956
25027,10884389,25027,465515
26001,65160,26001,3155
26003,82516,26003,554
26005,1137571,26005,14953
26007,225643,26007,8289
26009,160724,26009,2299
26011,115233,26011,4036
26013,112613,26013,4615
26015,574727,26015,6367
26017,1202569,26017,43219
26019,130721,26019,4077
26021,1912833,26021,44623
26023,904426,26023,20155
26025,1597115,26025,39732
26027,635484,26027,10634
26029,189045,26029,2180
26031,152560,26031,5420
26033,599614,26033,4768
26035,235195,26035,9356
26037,807636,26037,11125
26039,105294,26039,1839
26041,530877,26041,13729
26043,375952,26043,11004
26045,977510,26045,20026
26047,270031,26047,6095
26049,4475762,26049,162959
26051,221963,26051,5569
26053,199056,26053,6748
26055,636826,26055,10030
26057,780716,26057,15706
26059,511022,26059,15232
26061,411208,26061,5384
26063,331319,26063,8016
26065,2708101,26065,43228
26067,995242,26067,10247
26069,214968,26069,10776
26071,155607,26071,7654
26073,658497,26073,11015
26075,2443319,26075,45240
26077,2573301,26077,58403
26079,101609,26079,2649
26081,8908213,26081,122151
26083,19376,26083,307
26085,56932,26085,1463
26087,938788,26087,25850
26089,130756,26089,1713
26091,1254363,26091,17642
26093,1668337,26093,22951
26095,178162,26095,183
26097,73128,26097,366
26099,11103527,26099,469116
26101,179763,26101,3018
26103,786464,26103,10223
26105,193070,26105,3447
26107,316709,26107,3111
26109,316393,26109,5122
26111,789229,26111,10265
26113,115255,26113,2309
26115,1596802,26115,31027
26117,761790,26117,12361
26119,52361,26119,1977
26121,2152062,26121,54949
26123,458959,26123,6392
26125,14076008,26125,510697
26127,345448,26127,7433
26129,163390,26129,5010
26131,62506,26131,2748
26133,164724,26133,2907
26135,59253,26135,2707
26137,243679,26137,5953
26139,3634079,26139,57079
26141,94551,26141,3057
26143,182869,26143,4939
26145,2627245,26145,93338
26147,1474967,26147,42455
26149,757578,26149,12252
26151,315778,26151,11075
26153,42783,26153,681
26155,614992,26155,16135
26157,539779,26157,23038
26159,802787,26159,15247
26161,3273171,26161,58023
26163,20812345,26163,1174379
26165,221706,26165,3831
27001,177921,27001,5149
27003,5593458,27003,75189
27005,480879,27005,5874
27007,533181,27007,7070
27009,729550,27009,13336
27011,81307,27011,481
27013,1046705,27013,5475
27015,364800,27015,5303
27017,461477,27017,6191
27019,1271948,27019,5986
27021,336881,27021,3796
27023,228309,27023,4602
27025,765308,27025,5635
27027,1206751,27027,19516
27029,109803,27029,1972
27031,18378,27031,0
27033,227708,27033,2350
27035,820933,27035,13214
27037,6029127,27037,70034
27039,240743,27039,501
27041,608994,27041,9614
27043,183270,27043,1976
27045,205104,27045,861
27047,451875,27047,3379
27049,576496,27049,10091
27051,74871,27051,1579
27053,18134009,27053,385774
27055,220007,27055,1813
27057,247069,27057,5812
27059,475670,27059,6607
27061,490722,27061,8649
27063,149656,27063,1280
27065,166467,27065,3625
27067,1008401,27067,10148
27069,58681,27069,2782
27071,103692,27071,1910
27073,102709,27073,2331
27075,105287,27075,2270
27077,32200,27077,258
27079,385195,27079,3090
27081,86925,27081,253
27083,546550,27083,6002
27085,541015,27085,6647
27087,70345,27087,1240
27089,117965,27089,2227
27091,319196,27091,5747
27093,323044,27093,4856
27095,358110,27095,7565
27097,521605,27097,7215
27099,761437,27099,5270
27101,156596,27101,1239
27103,428083,27103,8139
27105,924807,27105,8726
27107,76906,27107,1290
27109,1950586,27109,15279
27111,748492,27111,9454
27113,185336,27113,2346
27115,430170,27115,2269
27117,174995,27117,4857
27119,550238,27119,8923
27121,128605,27121,666
27123,7601626,27123,161323
27125,54702,27125,745
27127,227344,27127,4707
27129,227774,27129,6752
27131,1130874,27131,12503
27133,187928,27133,2155
27135,272128,27135,2202
27137,2266513,27137,41165
27139,2202211,27139,17986
27141,1419838,27141,11919
27143,189435,27143,1524
27145,3383663,27145,32206
27147,503896,27147,1807
27149,117738,27149,1183
27151,142852,27151,2603
27153,448085,27153,4498
27155,44482,27155,524
27157,281100,27157,397
27159,195481,27159,2484
27161,356940,27161,3064
27163,3609585,27163,42888
27165,231303,27165,1451
27167,104872,27167,2041
27169,686032,27169,10304
27171,1997214,27171,16095
27173,160797,27173,2663
28001,439195,28001,16020
28003,474947,28003,8965
28005,192105,28005,5509
28007,384178,28007,13317
28009,152811,28009,3841
28011,816049,28011,24744
28013,273010,28013,5114
28015,212609,28015,5381
28017,361614,28017,10990
28019,116029,28019,2839
28021,197636,28021,6029
28023,298082,28023,16077
28025,313182,28025,8846
28027,498599,28027,12453
28029,545254,28029,12335
28031,436047,28031,13181
28033,3298230,28033,36109
28035,1275189,28035,29497
28037,124941,28037,2767
28039,398168,28039,7662
28041,212664,28041,6590
28043,472504,28043,14633
28045,498294,28045,13524
28047,2577391,28047,41498
28049,3419970,28049,69883
28051,416310,28051,19403
28053,174601,28053,6205
28055,33569,28055,1168
28057,483655,28057,12249
28059,2063689,28059,38322
28061,342543,28061,7528
28063,115991,28063,4347
28065,179346,28065,5485
28067,1343375,28067,30228
28069,164146,28069,5908
28071,997428,28071,18674
28073,979357,28073,14521
28075,1190703,28075,49487
28077,222413,28077,4185
28079,491753,28079,14607
28081,1619152,28081,29749
28083,644019,28083,29261
28085,625452,28085,22083
28087,965198,28087,24312
28089,1695285,28089,37543
28091,435965,28091,15130
28093,666861,28093,14270
28095,686411,28095,26458
28097,227439,28097,7413
28099,756758,28099,39340
28101,401843,28101,9714
28103,243756,28103,6020
28105,806854,28105,19632
28107,741221,28107,16048
28109,630441,28109,24862
28111,206952,28111,7041
28113,561040,28113,19321
28115,687590,28115,10488
28117,455822,28117,9654
28119,149592,28119,2200
28121,2045587,28121,40918
28123,575947,28123,11985
28125,96979,28125,3808
28127,493349,28127,15724
28129,267613,28129,6457
28131,263618,28131,4904
28133,603831,28133,16499
28135,312269,28135,7608
28137,537578,28137,14424
28139,441037,28139,11165
28141,356508,28141,12356
28143,191854,28143,5093
28145,624139,28145,11801
28147,247823,28147,8688
28149,701098,28149,21016
28151,989729,28151,27765
28153,449170,28153,8237
28155,182062,28155,5762
28157,128549,28157,6695
28159,398856,28159,11996
28161,246696,28161,7187
28163,530629,28163,11934
29001,350343,29001,2162
29003,232969,29003,2711
29005,53828,29005,823
29007,384516,29007,7230
29009,393290,29009,6714
29011,166285,29011,1615
29013,167386,29013,3130
29015,237862,29015,3496
29017,188467,29017,1911
29019,2845947,29019,11232
29021,1713840,29021,25261
29023,580894,29023,4358
29025,104914,29025,1299
29027,715378,29027,5317
29029,639952,29029,12744
29031,1481798,29031,21108
29033,136922,29033,2832
29035,75397,29035,1455
29037,1208171,29037,14174
29039,124333,29039,2075
29041,72464,29041,573
29043,1264071,29043,10179
29045,79356,29045,851
29047,1483210,29047,24167
29049,260473,29049,9667
29051,1431857,29051,16727
29053,292374,29053,3348
29055,337066,29055,4236
29057,105215,29057,4680
29059,156738,29059,3165
29061,98085,29061,1661
29063,154471,29063,3728
29065,131806,29065,1929
29067,129702,29067,3934
29069,442199,29069,3690
29071,1410246,29071,25341
29073,161772,29073,6691
29075,122196,29075,4183
29077,4357992,29077,63838
29079,138574,29079,4720
29081,126610,29081,1728
29083,275597,29083,5004
29085,88308,29085,1807
29087,63296,29087,1392
29089,133464,29089,822
29091,480506,29091,6555
29093,88010,29093,442
29095,5197590,29095,60777
29097,1375131,29097,18358
29099,3390293,29099,34884
29101,698435,29101,6123
29103,38685,29103,323
29105,493295,29105,9325
29107,428570,29107,8298
29109,484858,29109,10385
29111,115733,29111,1161
29113,727775,29113,4506
29115,111894,29115,2087
29117,232256,29117,4746
29119,497877,29119,5725
29121,191028,29121,1624
29123,230595,29123,2122
29125,89448,29125,986
29127,474809,29127,6054
29129,31224,29129,241
29131,388239,29131,7172
29133,223843,29133,3208
29135,288347,29135,4365
29137,110869,29137,1261
29139,108930,29139,1470
29141,272483,29141,5042
29143,330745,29143,7133
29145,800614,29145,10634
29147,452245,29147,3827
29149,111961,29149,399
29151,229964,29151,1721
29153,88458,29153,1493
29155,272462,29155,5291
29157,370126,29157,4003
29159,828555,29159,11639
29161,489303,29161,16267
29163,245853,29163,3197
29165,535711,29165,6532
29167,511524,29167,6417
29169,502382,29169,6253
29171,38230,29171,461
29173,132077,29173,1322
29175,326133,29175,3556
29177,234603,29177,2660
29179,70215,29179,527
29181,141460,29181,1858
29183,6067524,29183,76687
29185,94022,29185,891
29186,259817,29186,1813
29187,1326377,29187,14506
29189,15137393,29189,383680
29195,457945,29195,5544
29197,40952,29197,380
29199,43454,29199,563
29201,687146,29201,12954
29203,86891,29203,1814
29205,64518,29205,787
29207,400138,29207,6814
29209,336205,29209,5210
29211,143101,29211,1817
29213,790516,29213,13234
29215,260302,29215,3000
29217,227142,29217,4468
29219,426347,29219,3425
29221,366451,29221,7189
29223,140642,29223,1308
29225,500939,29225,7385
29227,22469,29227,147
29229,226688,29229,3893
29510,3919143,29510,90013
30001,138687,30001,1188
30003,442710,30003,12783
30005,112301,30005,3633
30007,57600,30007,483
30009,133738,30009,1505
30011,23267,30011,736
30013,1196853,30013,20150
30015,69205,30015,684
30017,176971,30017,2131
30019,27344,30019,957
30021,160688,30021,3942
30023,164912,30023,1877
30025,44146,30025,257
30027,154082,30027,2863
30029,1667251,30029,11834
30031,1907250,30031,7337
30033,13415,30033,301
30035,264382,30035,4773
30037,7961,30037,172
30039,30536,30039,281
30041,304200,30041,6367
30043,142675,30043,843
30045,13188,30045,86
30047,295275,30047,3592
30049,877295,30049,8288
30051,18181,30051,164
30053,214809,30053,2169
30055,26823,30055,59
30057,108080,30057,1052
30059,21935,30059,1270
30061,29591,30061,7
30063,1234969,30063,11561
30065,48883,30065,1191
30067,167480,30067,1281
30069,1792,30069,142
30071,81519,30071,1959
30073,71365,30073,501
30075,18734,30075,998
30077,132655,30077,932
30079,20320,30079,276
30081,389809,30081,4098
30083,160631,30083,2177
30085,268355,30085,8468
30087,220655,30087,6870
30089,81975,30089,1205
30091,60067,30091,676
30093,540380,30093,9433
30095,105183,30095,1821
30097,56167,30097,1083
30099,59864,30099,699
30101,126513,30101,2743
30103,8296,30103,177
30105,129627,30105,1648
30107,26250,30107,1023
30109,19045,30109,729
30111,2684618,30111,36933
31001,467174,31001,7568
31003,78030,31003,879
31005,3283,31005,61
31007,4621,31007,0
31009,2906,31009,0
31011,80141,31011,566
31013,139065,31013,1264
31015,28739,31015,436
31017,35386,31017,263
31019,857098,31019,8666
31021,97679,31021,1369
31023,138863,31023,1725
31025,348728,31025,2270
31027,106398,31027,1435
31029,67461,31029,517
31031,43720,31031,1108
31033,129417,31033,2070
31035,103317,31035,1393
31037,369562,31037,3630
31039,156792,31039,1494
31041,127970,31041,3322
31043,968721,31043,16858
31045,109461,31045,2775
31047,595953,31047,6028
31049,12982,31049,132
31051,94828,31051,1372
31053,816015,31053,9292
31055,11193271,31055,113182
31057,22547,31057,666
31059,75186,31059,1419
31061,38596,31061,444
31063,27375,31063,166
31065,70796,31065,840
31067,329315,31067,3169
31069,17393,31069,108
31071,22159,31071,465
31073,30573,31073,507
31075,4591,31075,506
31077,31825,31077,236
31079,1376935,31079,24765
31081,146028,31081,5029
31083,32067,31083,0
31085,9094,31085,0
31087,33129,31087,455
31089,123777,31089,2230
31091,8959,31091,310
31093,88456,31093,2901
31095,93162,31095,111
31097,92007,31097,979
31099,112638,31099,594
31101,100607,31101,631
31103,6804,31103,0
31105,57779,31105,865
31107,130992,31107,1292
31109,4663461,31109,31141
31111,556087,31111,6600
31113,11156,31113,0
31115,6122,31115,0
31117,4546,31117,97
31119,751848,31119,7127
31121,116115,31121,1838
31123,78988,31123,1868
31125,60801,31125,1255
31127,94189,31127,1574
31129,56619,31129,258
31131,197283,31131,824
31133,29837,31133,128
31135,40376,31135,2589
31137,144300,31137,1247
31139,98792,31139,3486
31141,744749,31141,7084
31143,91033,31143,2814
31145,168614,31145,1410
31147,94820,31147,2367
31149,18603,31149,360
31151,405038,31151,815
31153,3213261,31153,17294
31155,362523,31155,2321
31157,723009,31157,12029
31159,296628,31159,3852
31161,71239,31161,2093
31163,29000,31163,775
31165,5832,31165,0
31167,56314,31167,1059
31169,68420,31169,469
31171,8063,31171,83
31173,150022,31173,1889
31175,47729,31175,452
31177,312343,31177,3230
31179,162221,31179,1015
31181,51048,31181,608
31183,4898,31183,0
31185,260481,31185,1805
32001,264857,32001,6553
32003,38385112,32003,653197
32005,365978,32005,3775
32007,744369,32007,7314
32009,4804,32009,0
32011,7283,32011,0
32013,156753,32013,2469
32015,70615,32015,1319
32017,49286,32017,204
32019,417868,32019,8160
32021,38057,32021,743
32023,429041,32023,12382
32027,111886,32027,2023
32029,12542,32029,345
32031,7125786,32031,106713
32033,76993,32033,771
32510,856497,32510,14263
33001,398100,33001,11188
33003,220792,33003,938
33005,332968,33005,3170
33007,158870,33007,3841
33009,322017,33009,2203
33011,4265416,33011,126276
33013,1013919,33013,16844
33015,2592432,33015,45042
33017,894827,33017,10501
33019,151971,33019,2326
34001,3691679,34001,115872
34003,14535575,34003,774847
34005,5698950,34005,191190
34007,7431549,34007,255448
34009,1002480,34009,40344
34011,2374434,34011,72387
34013,13897948,34013,799939
34015,3735200,34015,110055
34017,13212366,34017,576351
34019,1121686,34019,44576
34021,5269007,34021,239757
34023,13103243,34023,553602
34025,9335512,34025,348791
34027,6289615,34027,317799
34029,9679555,34029,439708
34031,11399824,34031,476820
34033,763334,34033,35520
34035,4010670,34035,218560
34037,1418626,34037,75460
34039,11111125,34039,515622
34041,1166172,34041,63093
35001,7969910,35001,132714
35003,11519,35003,750
35005,1331432,35005,19487
35006,566206,35006,16213
35007,111655,35007,5022
35009,796942,35009,9029
35011,16807,35011,41
35013,3609029,35013,57499
35015,925207,35015,15498
35017,197309,35017,3939
35019,85316,35019,1111
35021,1454,35021,0
35023,58665,35023,1337
35025,1328084,35025,19643
35027,224343,35027,2437
35028,62319,35028,406
35029,483307,35029,9975
35031,2358997,35031,99327
35033,20617,35033,620
35035,775420,35035,9444
35037,65515,35037,1368
35039,478514,35039,9412
35041,284764,35041,6390
35043,1647989,35043,32103
35045,2308064,35045,89682
35047,167453,35047,1234
35049,1449335,35049,16739
35051,99534,35051,5443
35053,180202,35053,8264
35055,224971,35055,6758
35057,110139,35057,1458
35059,59393,35059,1359
35061,946348,35061,12205
36001,3009718,36001,68162
36003,377580,36003,12047
36007,2085334,36007,55619
36009,563971,36009,10513
36011,651098,36011,9531
36013,914440,36013,12567
36015,932032,36015,17301
36017,333080,36017,7843
36019,410288,36019,3746
36021,502139,36021,21034
36023,423645,36023,6730
36025,204776,36025,3961
36027,3686610,36027,81683
36029,10096260,36029,327360
36031,172081,36031,4205
36033,226052,36033,1659
36035,416955,36035,13454
36037,585404,36037,13921
36039,375439,36039,9669
36041,31326,36041,321
36043,560523,36043,11519
36045,537921,36045,5740
36049,241320,36049,3986
36051,442341,36051,7137
36053,544551,36053,11355
36055,7451769,36055,165612
36057,387578,36057,12585
36059,28047493,36059,926461
36063,2115650,36063,52076
36065,2757613,36065,75232
36067,4732550,36067,110336
36069,763692,36069,15851
36071,7209671,36071,171005
36073,346654,36073,19766
36075,785486,36075,9888
36077,324086,36077,5388
36079,1335106,36079,24936
36083,1185085,36083,23818
36087,8321983,36087,200534
36089,646637,36089,10103
36091,1541309,36091,16890
36093,1496486,36093,28652
36095,153553,36095,1461
36097,115171,36097,1547
36099,202618,36099,6178
36101,765657,36101,26314
36103,29519591,36103,828566
36105,929116,36105,14815
36107,402814,36107,12598
36109,486148,36109,4589
36111,1672625,36111,41319
36113,386996,36113,12681
36115,311143,36115,7779
36117,588735,36117,7930
36119,21647800,36119,603853
36121,348221,36121,6283
36123,131092,36123,4017
37001,2487982,37001,35763
37003,562752,37003,8798
37005,143720,37005,548
37007,354553,37007,6605
37009,270669,37009,4582
37011,282153,37011,2476
37013,626444,37013,13306
37015,286916,37015,6680
37017,483883,37017,6591
37019,1172631,37019,19738
37021,2252264,37021,49117
37023,1463061,37023,22363
37025,2768281,37025,38420
37027,1310711,37027,10663
37029,80514,37029,1056
37031,630572,37031,5388
37033,292509,37033,2952
37035,2566473,37035,38832
37037,795671,37037,20453
37039,328651,37039,3791
37041,207704,37041,3761
37043,96852,37043,1878
37045,1554027,37045,33616
37047,913400,37047,26164
37049,1205844,37049,19751
37051,3579864,37051,42622
37053,172988,37053,2030
37055,260960,37055,1354
37057,2141761,37057,23661
37059,504623,37059,4403
37061,1115431,37061,22615
37063,3963710,37063,42053
37065,777243,37065,18637
37067,4925831,37067,54740
37069,818163,37069,11572
37071,3639395,37071,57501
37073,92781,37073,2107
37075,88234,37075,2164
37077,912987,37077,16965
37079,358605,37079,6293
37081,6096710,37081,94386
37083,743439,37083,13578
37085,1475040,37085,27022
37087,525288,37087,14277
37089,1347428,37089,28938
37091,335009,37091,11444
37093,678012,37093,8844
37095,87572,37095,1329
37097,2333522,37097,24988
37099,503537,37099,5957
37101,2859841,37101,32146
37103,105191,37103,3822
37105,921047,37105,10542
37107,796263,37107,16964
37109,1279449,37109,9118
37111,720444,37111,10490
37113,391224,37113,3259
37115,181749,37115,4461
37117,316493,37117,6238
37119,16086981,37119,158862
37121,176530,37121,2146
37123,509980,37123,13750
37125,1184942,37125,23501
37127,1498202,37127,26944
37129,2487500,37129,21527
37131,278184,37131,7746
37133,2040282,37133,17882
37135,1302314,37135,21892
37137,140878,37137,1363
37139,454325,37139,13665
37141,699938,37141,7429
37143,130235,37143,1446
37145,408911,37145,7444
37147,2727497,37147,14261
37149,197700,37149,4321
37151,2038166,37151,32348
37153,648545,37153,12820
37155,2487053,37155,37042
37157,1015021,37157,8799
37159,2270044,37159,48255
37161,992677,37161,29043
37163,1190344,37163,14674
37165,580090,37165,11440
37167,1078016,37167,20555
37169,488683,37169,8401
37171,1074235,37171,18574
37173,162113,37173,2153
37175,256141,37175,3508
37177,50993,37177,1021
37179,3149869,37179,30972
37181,680282,37181,18591
37183,11787745,37183,100600
37185,250912,37185,3105
37187,136877,37187,4226
37189,596695,37189,3521
37191,1856336,37191,37031
37193,939544,37193,16673
37195,1370815,37195,26291
37197,562560,37197,6518
37199,205619,37199,2439
38001,39508,38001,310
38003,216023,38003,4214
38005,187082,38005,3247
38007,9462,38007,0
38009,112201,38009,3699
38011,57704,38011,717
38013,37646,38013,241
38015,2591832,38015,31028
38017,3951436,38017,40908
38019,70302,38019,681
38021,120944,38021,5036
38023,25803,38023,337
38025,67843,38025,1283
38027,77273,38027,1060
38029,75998,38029,2236
38031,93310,38031,2786
38033,40700,38033,201
38035,1752413,38035,12113
38037,31212,38037,1161
38039,52317,38039,397
38041,51287,38041,648
38043,43939,38043,1423
38045,83410,38045,2807
38047,38513,38047,1215
38049,96764,38049,3773
38051,57164,38051,1417
38053,200470,38053,1891
38055,212473,38055,4556
38057,180709,38057,1428
38059,877062,38059,16726
38061,225922,38061,2850
38063,74772,38063,1992
38065,26535,38065,382
38067,124144,38067,1523
38069,83204,38069,3258
38071,262611,38071,4083
38073,100078,38073,2180
38075,50448,38075,1839
38077,282558,38077,2490
38079,325431,38079,4256
38081,70079,38081,931
38083,17743,38083,325
38085,112809,38085,1878
38087,5640,38087,0
38089,803750,38089,9142
38091,28653,38091,287
38093,544778,38093,11443
38095,47525,38095,1758
38097,161875,38097,2714
38099,292945,38099,3466
38101,1510197,38101,29022
38103,70072,38103,1074
38105,749785,38105,5879
39001,283015,39001,4500
39003,1615658,39003,34961
39005,513547,39005,9556
39007,833145,39007,24380
39009,670994,39009,4061
39011,693884,39011,11872
39013,737574,39013,16370
39015,484063,39015,4885
39017,5337475,39017,65859
39019,240489,39019,4826
39021,399348,39021,5374
39023,1856457,39023,41227
39025,2493972,39025,24512
39027,464782,39027,8086
39029,1357990,39029,37108
39031,337940,39031,6304
39033,504686,39033,11933
39035,14884135,39035,302415
39037,784047,39037,21548
39039,519440,39039,12928
39041,2360347,39041,17420
39043,991484,39043,25513
39045,2115635,39045,24645
39047,368873,39047,5825
39049,18342647,39049,238907
39051,523169,39051,7985
39053,305958,39053,5790
39055,866618,39055,22254
39057,1932583,39057,28359
39059,388881,39059,5678
39061,11267756,39061,156726
39063,879408,39063,15742
39065,352202,39065,8449
39067,129011,39067,3207
39069,355615,39069,8866
39071,437930,39071,5753
39073,271246,39073,6888
39075,398452,39075,12904
39077,682527,39077,11763
39079,403441,39079,6377
39081,642696,39081,13376
39083,542413,39083,10114
39085,2559621,39085,39235
39087,732942,39087,11764
39089,2161676,39089,30576
39091,485765,39091,7195
39093,3076957,39093,58345
39095,5632781,39095,159657
39097,614444,39097,7770
39099,3020840,39099,113704
39101,1714486,39101,24730
39103,1901312,39103,32598
39105,179826,39105,4622
39107,785834,39107,15307
39109,1515322,39109,28266
39111,163287,39111,7866
39113,7171234,39113,110877
39115,128641,39115,3530
39117,369808,39117,2850
39119,1072499,39119,10920
39121,181207,39121,5434
39123,483258,39123,12597
39125,225502,39125,3838
39127,368395,39127,5406
39129,1567864,39129,19832
39131,289967,39131,2704
39133,1546570,39133,32834
39135,519271,39135,9621
39137,630065,39137,15883
39139,1434686,39139,22770
39141,906646,39141,19089
39143,685929,39143,14880
39145,820316,39145,10754
39147,662238,39147,12352
39149,655377,39149,8273
39151,4090091,39151,112372
39153,5844895,39153,151823
39155,2143599,39155,70115
39157,1206281,39157,30225
39159,720714,39159,5096
39161,315829,39161,6992
39163,104559,39163,2224
39165,3240794,39165,36211
39167,611780,39167,14050
39169,1170016,39169,38089
39171,423906,39171,8978
39173,1732555,39173,36475
39175,302392,39175,8030
40001,455206,40001,4523
40003,153147,40003,625
40005,260275,40005,1447
40007,64746,40007,653
40009,402696,40009,5233
40011,138110,40011,1048
40013,861750,40013,7562
40015,597497,40015,10978
40017,2294080,40017,13565
40019,732411,40019,7210
40021,797319,40021,5760
40023,240660,40023,1877
40025,23931,40025,121
40027,4340167,40027,46499
40029,95235,40029,1339
40031,1674630,40031,17476
40033,87433,40033,2162
40035,293068,40035,1457
40037,939666,40037,17987
40039,595169,40039,8039
40041,659874,40041,12646
40043,75201,40043,797
40045,49344,40045,258
40047,1149056,40047,11899
40049,491255,40049,6200
40051,846369,40051,10490
40053,73511,40053,963
40055,88465,40055,3618
40057,42514,40057,231
40059,59018,40059,599
40061,186422,40061,1753
40063,181698,40063,2626
40065,492800,40065,7588
40067,88540,40067,1080
40069,183005,40069,2526
40071,696597,40071,11434
40073,294102,40073,3008
40075,111611,40075,2245
40077,116665,40077,1449
40079,793040,40079,7585
40081,443912,40081,8136
40083,550322,40083,3546
40085,199906,40085,1339
40087,759824,40087,6993
40089,669611,40089,13280
40091,282914,40091,4954
40093,135648,40093,1432
40095,254048,40095,1660
40097,569299,40097,6723
40099,251413,40099,2636
40101,1352863,40101,15548
40103,188193,40103,1774
40105,154325,40105,2186
40107,262758,40107,3249
40109,12648968,40109,119727
40111,565497,40111,6831
40113,679132,40113,8407
40115,571875,40115,6787
40117,237488,40117,4190
40119,1314404,40119,6964
40121,656354,40121,7211
40123,659583,40123,6076
40125,1159233,40125,10617
40127,143705,40127,1866
40129,53774,40129,1256
40131,1450111,40131,21022
40133,404987,40133,5460
40135,586659,40135,5323
40137,625603,40137,8085
40139,718180,40139,4585
40141,110003,40141,2112
40143,11026954,40143,111081
40145,1108109,40145,14941
40147,743117,40147,19116
40149,144075,40149,1068
40151,166434,40151,1170
40153,491758,40153,2527
41001,96764,41001,1287
41003,322465,41003,3307
41005,2084264,41005,31174
41007,124196,41007,670
41009,182258,41009,2676
41011,199332,41011,2383
41013,101636,41013,2173
41015,58802,41015,829
41017,867908,41017,7985
41019,331915,41019,7324
41021,7773,41021,133
41023,34093,41023,228
41025,33279,41025,633
41027,169025,41027,3097
41029,1225621,41029,14033
41031,314327,41031,4361
41033,304315,41033,5914
41035,393805,41035,6046
41037,47833,41037,706
41039,1458820,41039,18149
41041,221776,41041,4255
41043,539422,41043,9298
41045,646446,41045,11076
41047,3062126,41047,50762
41049,199460,41049,2262
41051,5250259,41051,90614
41053,449533,41053,8159
41055,8867,41055,0
41057,61818,41057,211
41059,1378432,41059,15342
41061,237927,41061,2710
41063,21410,41063,724
41065,191811,41065,4562
41067,3411863,41067,35058
41069,2811,41069,110
41071,578354,41071,9971
42001,1007640,42001,21834
42003,11442491,42003,260359
42005,678669,42005,16265
42007,1799319,42007,64783
42009,531417,42009,16533
42011,5738395,42011,184850
42013,1459295,42013,36298
42015,605870,42015,11044
42017,7241381,42017,265676
42019,1897204,42019,45731
42021,1584078,42021,46897
42023,30907,42023,720
42025,666394,42025,23354
42027,1936832,42027,27204
42029,4937514,42029,161108
42031,363530,42031,9673
42033,818014,42033,12879
42035,373657,42035,7100
42037,688040,42037,22041
42039,846472,42039,16084
42041,2280248,42041,70646
42043,3164378,42043,89911
42045,7297904,42045,315794
42047,292093,42047,4229
42049,2360689,42049,48376
42051,1377415,42051,29553
42053,138991,42053,1967
42055,1858127,42055,49270
42057,143648,42057,2112
42059,348280,42059,3787
42061,623724,42061,16755
42063,767214,42063,21433
42065,360144,42065,9684
42067,264419,42067,10479
42069,2193259,42069,93435
42071,6656372,42071,212778
42073,848627,42073,26436
42075,1994267,42075,41427
42077,4927371,42077,158751
42079,3934058,42079,124549
42081,1210847,42081,31521
42083,357587,42083,6773
42085,1124462,42085,30220
42087,621722,42087,20435
42089,1579331,42089,59632
42091,8956191,42091,368668
42093,243519,42093,7189
42095,4146536,42095,136962
42097,1099792,42097,47530
42099,377762,42099,10064
42101,22615356,42101,757485
42103,431294,42103,10563
42105,116589,42105,2510
42107,1709652,42107,56967
42109,408098,42109,10089
42111,866364,42111,20457
42113,37611,42113,1644
42115,262758,42115,11852
42117,334260,42117,11800
42119,666334,42119,9966
42121,433732,42121,9441
42123,263106,42123,10042
42125,1894953,42125,33269
